Key,Type,Desc,English,Georgian,French,German,Italian,Portuguese,Spain,Russian,,TempGeorgianToTranslate
TEXT_TRIANGLE,Text,,TRIANGLE,,TRIANGLE,DREIECK,TRIANGOLO,TRIÂNGULO,TRIÁNGULO,ТРЕУГОЛЬНИК,,
TEXT_TRICERATOPS,Text,,TRICERATOPS,,TRICÉRATOPS,TRICERATOPS,TRICERATOPO,TRICERATOPS,TRICERATOPS,ТРИЦЕРАТОПС,,
TEXT_TRUCK,Text,,TRUCK,,CAMION,LASTWAGEN,CAMION,CAMINHÃO,CAMIÓN,ГРУЗОВИК,,
TEXT_TRY_AGAIN,Text,,Try Again,,RÉESSAYER,Versuche es Erneut,RIPROVA,Tente Novamente,Inténtalo de Nuevo,Попробуй Еще раз,,
TEXT_T-SHIRT,Text,,T-SHIRT,,T-SHIRT,T-SHIRT,MAGLIETTA,CAMISETA,CAMISETA,ФУТБОЛКА,,
TEXT_TUR,Text,,TUR,,TUR,STECKEN,TUR,TUR,TUR,ТУР,,
TEXT_TURKEY,Text,,TURKEY,,TURQUIE,TRUTHAHN,TACCHINO,PERU,PAVO,ИНДЕЙКА,,
TEXT_TURNIP,Text,,TURNIP,,NAVET,STECKRÜBE,RAPA,NABO,NABO,РЕПА,,
TEXT_TURTLE,Text,,TURTLE,,Tortue D’eau,SCHILDKRÖTE,TARTARUGA,TARTARUGA,TORTUGA,ЧЕРЕПАХА,,
TEXT_TWENTY,Text,,TWENTY,,VINGT,ZWANZIG,VENTI,VINTE,VEINTE,ДВАДЦАТЬ,,
TEXT_TWENTY_FIVE,Text,,Twenty Five,,VINGT-CINQ,FÜNFUNDZWANZIG,VENTICINQUE,Vinte e Cinco,VEINTICINCO,Двадцать Пять,,
TEXT_TWO,Text,,TWO,,DEUX,ZWEI,DUE,DOIS,DOS,ДВА,,
TEXT_UFO,Text,,UFO,,OVNI,UFO,UFO,UFO,OVNI,НЛО,,
TEXT_VEHICLES_TO_RIDE,Text,,Vehicles to Ride,,Véhicules à Conduire,Fahrzeuge zum Fahren,Veicoli da Guidare,Veículos Para Andar,Vehículos Para Montar,Машины Для Поездки,,
TEXT_VETERINARIAN,Text,,VETERINARIAN,,VÉTÉRINAIRE,TIERARZT,VETERINARIO,VETERINÁRIO,VETERINARIO,ВЕТЕРИНАР,,
TEXT_WATERMELON,Text,,WATERMELON,,PASTÈQUE,WASSERMELONE,MELONE,MELANCIA,SANDÍA,АРБУЗ,,
TEXT_UNDERWATER_WORLD,Text,,Underwater World,,Monde Sous-marin,UNTERWASSERWELT,Mondo Sottomarino,Mundo Subaquático,Mundo Submarino,Подводный Мир,,
TEXT_WE_CAN_NOT_PLAY_THIS_YET,Text,,We Can Not Play This Yet,,Nous ne Pouvons pas Encore Jouer à ce jeu,Das Können wir Jetzt Nicht Spielen,A Questo non Possiamo Ancora Giocare,Ainda Não Podemos Jogar Isto,Todavía no Podemos Jugar a Esto,Мы Пока не Можем в это Сыграть,,
TEXT_WE_NEED_SOAP,Text,,We Need Soap,,Nous Avons Besoin de Savon,Wir Brauchen Seife,Ci Serve del Sapone,Precisamos de Sabão,Necesitamos Jabón,Нам Нужно Мыло,,
TEXT_WELCOME,Text,,WELCOME,,BIENVENUE,WILLKOMMEN,BENVENUTI,BEM-VINDO,BIENVENIDO,Добро Пожаловать,,
TEXT_WELCOME_TO_BEARHOUSE,Text,,Welcome to Bearhouse,,Bienvenue Dans la Maison de L’ours,Willkommen im Bärenhaus,Benvenuti Alla Casa Degli Orsi,Bem-vindo à Casa dos Ursos,Bienvenido a la Casa del oso,Добро Пожаловать в Дом Медведей,,
TEXT_WELCOME_TO_PUZZLE_ADVENTURE,Text,,Welcome to Puzzle Adventure,,Bienvenue Dans L’aventure du Puzzle,Willkommen zum Puzzle-abenteuer,Benvenuti All’avventura Puzzle,Bem-vindo à Aventura de Quebra-cabeça,Bienvenido a la Aventura de los Rompecabezas,Добро Пожаловать в Головоломку,,
TEXT_WELL_DONE,Text,,Well Done,,BRAVO,Gut Gemacht,Ben Fatto,Muito Bem,Bien Hecho,МОЛОДЕЦ!,,
TEXT_WHALE,Text,,WHALE,,BALEINE,WAL,BALENA,BALEIA,BALLENA,КИТ,,
TEXT_WHAT'S_NEXT,Text,,What's Next,,Quelle est la Suite,Was Steht als Nächstes An?,Cosa C’è Dopo,Qual é o Próximo,Qué es lo Siguiente,Что Дальше,,
TEXT_WHERE_DO_ANIMALS_LIVE,Text,,Where do Animals Live,,Où Vivent les Animaux,Wo Leben die Tiere?,Dove Vivono gli Animali,Onde Vivem os Animais,Dónde Viven los Animales,Где Живут Животные,,
TEXT_WHITE,Text,,WHITE,,BLANC,WEISS,BIANCO,BRANCO,BLANCO,БЕЛЫЙ,,
TEXT_WHO_EATS,Text,,Who Eats,,Qui Mange,Wer Isst,Chi Mangia,Quem Come,Quién Come,Кто Ест,,
TEXT_WHO_IS_THE_BABY,Text,,Who is the Baby,,Qui est le Bébé,Wer ist das Baby,Chi è il Bebè,Quem é o Bebê,Quién es el Bebé,Кто Этот Малыш,,
TEXT_WHO_LIKES,Text,,Who Likes,,Qui Aime,Wer Mag,A Chi Piace,Quem Gosta,A Quién le Gusta,Кому Нравится,,
TEXT_WHO_LIVES_HERE,Text,,Who Lives Here,,Qui Vit ici,Wer Lebt Hier,Chi Abita qui,Quem Vive Aqui,Quién Vive Aquí,Кто Здесь Живет,,
TEXT_WHO_LOVES,Text,,Who Loves,,Qui Aime,Wer Liebt,Chi Adora,Quem Ama,Quién Ama,Кто Любит,,
TEXT_WHOS_HOME_IS_IT,Text,,Whos Home is it,,À qui Appartient Cette Maison,Wessen Zuhause ist das,Di Chi è Questa Casa,De Quem é a Casa,De Quién es la Casa,Чей это Дом,,
TEXT_WILD,Text,,WILD,,SAUVAGE,WILD,Natura Selvaggia,SELVAGEM,SALVAJE,ДИКИЙ,,
TEXT_WILD_ANIMALS,Text,,Wild Animals,,Animaux Sauvages,WILDTIERE,Animali Selvaggi,Animais Selvagens,Animales Salvajes,Дикие Животные,,
TEXT_WONDERFULL,Text,,WONDERFULL,,MERVEILLEUX,WUNDERVOLL,MERAVIGLIOSO,MARAVILHOSO,MARAVILLOSO,ВЕЛИКОЛЕПНО,,
TEXT_WORM,Text,,WORM,,CHENILLE,WURM,VERME,MINHOCA,GUSANO,ЧЕРВЯК,,
TEXT_WOW,Text,,WOW,,WAOUH,WOW,WOW,UAU,GUAU,ОГО,,
TEXT_YELLOW,Text,,YELLOW,,JAUNE,GELB,GIALLO,AMARELO,AMARILLO,ЖЕЛТЫЙ,,
TEXT_YELLOW_CAR,Text,,Yellow Car,,Voiture Jaune,Gelbes Auto,Automobile Gialla,Carro Amarelo,Coche Amarillo,Желтая Машина,,
TEXT_YELLOW_DINO,Text,,Yellow Dino,,Dinosaure Jaune,Gelber Dino,Dinosauro Giallo,Dino Amarelo,Dinosaurio Amarillo,Желтый Динозавр,,
TEXT_YELLOW_FLOWER,Text,,Yellow Flower,,Fleur Jaune,Gelbe Blume,Fiore Giallo,Flor Amarela,Flor Amarilla,Желтый Цветок,,
TEXT_YELLOWFISH,Text,,YELLOWFISH,,Poisson Jaune,Gelber Fisch,Pesce Giallo,Peixe Amarelo,Pez Amarillo,Желтая Рыба,,
TEXT_YOGGYS_COLLECTION,Text,,Yoggys Collection,,Collection de Yoggys,Yoggys Sammlung,La Collezione di Yoggy,Coleção de Iogues,Colección Yoggys,Коллекция Йогги,,
TEXT_YOU_MADE_THE_LETTER,Text,,You Made the Letter,,Vous Avez Écrit la Lettre,Du Hast den Brief Erstellt.,Hai Fatto la Lettera,Você Fez a Carta,Tú Hiciste la Letra,У Тебя Получилась Буква,,
TEXT_YOYO,Text,,YOYO,,YOYO,JOJO,YOYO,IOIÔ,YOYÓ,ЙОЙО,,
TEXT_YUMMY,Text,,YUMMY,გემრიელი,DÉLICIEUX,LECKER,DELIZIOSO,DELICIOSO,DELICIOSO,ВКУСНЯТИНА,,YUMMY
TEXT_YUMMY_FOOD,Text,,Yummy Food,,Délicieux Repas,Leckeres Essen,Cibo Delizioso,Comida Deliciosa,Comida Deliciosa,Вкусная Еда,,
TEXT_YUMMY_TREATS,Text,,Yummy Treats,გემრიელობები,Délicieuses Friandises,Leckere Süßigkeiten,Dolcetti Squisiti,Guloseimas Deliciosas,Golosinas Deliciosas,Любимые Лакомства,,Yummy Treats
TEXT_ZEBRA,Text,,ZEBRA,,ZÈBRE,ZEBRA,ZEBRA,ZEBRA,CEBRA,ЗЕБРА,,
TEXT_TYPE_TO_CONTINUE,Text,,Type {0} to Continue,გასაგრძელებლად აკრიფეთ {0}  ,Tapez {0} Pour Continuer,"Geben Sie {0} Ein, um Fortzufahren",Digita {0} per Continuare,Digite {0} Para Continuar,Escriba {0} Para Continuar,"Введите {0}, Чтобы Продолжить",,Type {0} to Continue
TEXT_HAPPY_ISLAND,Text,,Happy Island,თამაშები,Île Heureuse,Glückliche Insel,L'isola Felice,Ilha Feliz,Isla Feliz,Счастливый Остров,,Happy Island
TEXT_FOREST ADVENTURES,Text,,Forest Adventures,თამაშები,Aventures en Forêt,WALDABENTEUER,Avventure Nella Foresta,Aventuras na Floresta,Aventuras en el Bosque,Лесные Приключения,,Forest Adventures
TEXT_OCEAN_FUN,Text,,Cheerful Games,თამაშები,Jeux Gais,Fröhliche Spiele,Giochi Allegri,Juegos Alegres,Juegos Alegres,Веселые Игры,,Cheerful Games
TEXT_FUN_TOYS_LOBBY,Text,,Fun Toys,თამაშები,Jouets Amusants,Lustiges Spielzeug,Giocattoli Divertenti,Brinquedos Divertidos,Juguetes Divertidos,Веселые Игрушки,,Fun Toys
TEXT_PUZZLE_TIME,Text,,Puzzle Time,თავსატეხები,Temps de Puzzle,PUZZLE-ZEIT,Tempo di Puzzle,Hora do Quebra-cabeça,Tiempo de Puzle,ГОЛОВОЛОМКИ,,Puzzle Time
TEXT_DRAWING_WORLD,Text,,Drawing World,ხატვა,Monde du Dessin,ZEICHENWELT,Il Mondo dei Disegni,Mundo de Desenho,Mundo de Dibujo,РИСОВАНИЕ ,,Drawing World
TEXT_BALLOONS,Text,,BALLOONS,ბუშტები,BALLONS,BALLONS,PALLONCINI,BALÕES,GLOBOS,ШАРИКИ,,BALLOONS
TEXT_MUSIC_FUN,Text,,Music Fun,მუსიკა,Amusement Musical,MUSIK-SPASS,Divertisi con la Musica,Diversão com Música,Diversión Musical,Музыкальная Пауза,,Music Fun
TEXT_COLORING,Text,,COLORING,გაფერადება,COLORIAGE  ,Farbig Anmalen,COLORARE  ,COLORIR  ,COLOREAR  ,РАСКРАСКА,,COLORING
TEXT_PLAY_TO_LEARN,Text,,Play to Learn,ისწავლე თამაშით,Jouer Pour Apprendre,Spielen um zu Lernen,Gioca per Imparare,Jogue Para Aprender,Jugar Para Aprender,Игра и Учеба,,Play to Learn
TEXT_LEARNING_TIME,Text,,Learning Time,სწავლის დროა,Temps D'apprentissage,Zeit zum Lernen,Tempo di Imparare,Hora de Aprender,Tiempo de Aprendizaje,Время Обучения,,Learning Time
TEXT_FUN_LEARNING,Text,,Fun Learning,სწავლა ხალისით,Apprentissage Amusant,Spaß Beim Lernen,Imparare Divertendosi,Aprender com Diversão,Aprendizaje Divertido,Веселая Учеба,,Fun Learning
TEXT_PLAY_AND_LEARN,Text,,Play and Learn,ითამაშე და ისწავლე,Jouer et Apprendre,Spielen und Lernen,Gioca e Impara,Jogue e Aprenda,Juega y Aprende,Игра и Учеба,,Play and Learn
TEXT_PUZZLE_TIME,Text,,Puzzle Time,თავსატეხები,Temps de Casse-tête,Puzzlezeit,Tempo di Puzzle,Hora do Quebra-cabeça,Tiempo de Puzle,Время Головоломки,,Puzzle Time
TEXT_DRAWING_TIME,Text,,Drawing Time,ხატვის დროა,Temps de Dessin,Zeit zum Zeichnen,Tempo di Disegnare,Tempo de Desenho,Tiempo de Dibujar,Время Рисования,,Drawing Time
TEXT_COLORING_TIME,Text,,Coloring Time,გაფერადების დროა,Temps de Coloriage,Zeit zum Malen,Tempo di Colorare,Hora de Colorir,Hora de Colorear,Время Раскрасок,,Coloring Time
TEXT_MUSIC_FUN,Text,,Music Fun,მუსიკა,Plaisir de la Musique,MUSIKSPASS,Divertirsi con la Musica,Diversão com Música,Diversión Musical,Музыкальная Пауза,,Music Fun
TEXT_BALLOON_POP,Text,,Balloon Pop,ბუშტების სამყარო,Explosion de Ballons,Ballons Platzen Lassen,Scoppio del Palloncino,Estouro de Balão,Estallido de Globos,Лопаем Шарики,,Balloon Pop
TEXT_LEARNING_LETTERS,Text,,Learning Letters,წერა-კითხვა ინგლისურად,Apprentissage des Lettres,Das Alphabet Lernen,Imparare le Lettere,Aprendendo as Letras,Aprendizaje de Letras,Учим Буквы,,Learning Letters
TEXT_MUSIINSTRUMENTS_PLAY_AND_HAVE_FUN,Text,,Musical Instruments - Play and Have Fun,მუსიკა - იხალისე მელოდიურად,Instruments de Musique - Jouez et Amusez-vous,Musikinstrumente - Spielen und Spaß Haben,Strumenti Musicali - Suona e Divertiti,Instrumentos Musicais - Toque e Divirta-se,Instrumentos Musicales - Toca y Diviértete,Музыка - Играй и Получай Удовольствие,,Musical Instruments - Play and Have Fun
TEXT_READ_WRITE_LEARN_ABC_NUMBERS_COLORS_SHAPES,Text,,"Read & Write -  Learn Abc, Numbers, Colors, Shapes",ანბანი - წერა-კითხვა ინგლისურად,Lire et Écrire - <color=#FF7087>Traduction Prochainement</color>,Lesen & Schreiben - <color=#FF7087>Übersetzung Kommt Bald</color>,Leggi e Scrivi - <color=#FF7087>Traduzione Prossimamente </color>,Leia e Escreva - <color=#FF7087>Tradução em Breve </color>,Lee y Escribe - <color=#FF7087>Traducción Próximamente</color>,Пишем и Читаем - <color=#FF7087>Перевод Скоро Будет</color>,,"Read & Write -  Learn Abc, Numbers, Colors, Shapes"
TEXT_GAMES_LEARN_SIZE_SHAPES_PATTERN_COLORS,Text,,"Games -  Learn Size, Shapes, Pattern, Colors","თამაშები - ისწავლე ზომები, ფორმები, პატერნები და ფერები","Jeux - Apprendre Taille, Formes, Motifs, Couleurs","Spiele - Lernen Sie Größe, Formen, Muster, Farben","Giochi - Impara Dimensioni, Forme, Motivi, Colori","Jogos - Aprenda Tamanhos, Formas, Padrão, Cores","Juegos - Aprende Tamaños, Formas, Patrones, Colores","Игры - Учим Размеры, Формы, Узоры, Цвета",,"Games -  Learn Size, Shapes, Pattern, Colors"
TEXT_BABY_PUZZLES_VARIOUS_PUZZLES_AND_WORLDS,Text,,Baby Puzzles - Various Puzzles and Worlds,თავსატეხები - უამრავი სამყარო,Divers - Puzzles et Mondes,Puzzles - Verschiedene Puzzles und Welten,Puzzle - Vari Puzzle e Mondi,Quebra-cabeças - Vários Quebra-cabeças e Mundos,Varios - Puzles y Mundos,Пазлы - Разные Головоломки и Миры,,Baby Puzzles - Various Puzzles and Worlds
TEXT_DRAWING_BOOST_THE_IMAGINATION,Text,,Drawing  -  Boost The Imagination,ხატვა - გაიმდიდრე წარმოსახვის უნარი,Dessin - Boostez L'imagination,Zeichnen - Fördern Sie die Fantasie,Disegnare - Aumenta L'immaginazione,Desenho - Incentive a Imaginação,Dibujo - Impulsa la Imaginación,Рисунок - Развиваем Воображение,,DRAWING  -  BOOST THE IMAGINATION
TEXT_COLORING_ANIMALS_VEHICLES_SEA_WORLD,Text,,"Coloring  -  Animals, Vehicles, Sea World, . . .","გაფერადება - ცხოველები, ავტომობილები, თევზები...","Coloriage - Animaux, Véhicules, Monde Marin...","Farbig Anmalen - Tiere, Fahrzeuge, Meereswelt...","Colorare - Animali, Veicoli, Mondo Marino...","Colorir - Animais, Veículos, Mundo Marindo...","Colorear - Animales, Vehículos, Mundo Marino ...","Раскраски - Животные, Транспорт, Морской Мир,. . .",,"COLORING  -  ANIMALS, VEHICLES, SEA WORLD, . . ."
TEXT_BALLOON_POP_LEARN_ABC_NUMBERS_COLORS_SHAPES,Text,,"Balloon Pop -  Learn Abc, Numbers, Colors, Shapes","ბუშტები - ისწავლე ანბანი, ციფრები, ფერები, ფორმები","Apprendre - L'alphabet, Chiffres, Couleurs, Formes","Lassen - Abc, Zahlen, Farben und Formen Lernen","Impara - L'alfabeto, i Numeri, i Colori, le Forme","Aprenda - o Alfabeto, Números, Cores, Formas","Aprende - el Abc, Números, Colores, Formas","Учим - Алфавит, Числа, Цвета, Формы",,"Balloon Pop -  Learn Abc, Numbers, Colors, Shapes"
TEXT_ABC,Text,,Abc,ანბანი,Abc,Abc,Alfabeto,Abc,Abc,Алфавит,,Abc
TEXT_NUMBERS,Text,,Numbers,რიცხვები,Numéros,Zahlen,Numeri,Números,Números,Числа,,Numbers
TEXT_TRACING,Text,,Tracing,მოხაზვა,Tracé,Nachmalen,Rintracciare,Traços,Trazado,Отслеживание,,Tracing
TEXT_WORDS,Text,,Words,სიტყვები,Mots,Wörter,Parole,Palavras,Palabras,Слова,,Words
TEXT_MAGIC,Text,,Magic,მაგია,Magie,Magie,Magia,Magia,Magia,Магия,,Magic
TEXT_GLOW,Text,,Glow,ბრჭყვიალა,Lueur,Glühen,Illuminare,Brilho,Brillo,Свечение,,Glow
TEXT_DRAW,Text,,Draw,ხატვა,Dessiner,Zeichnen,Disegnare,Desenho,Dibujar,Рисование,,Draw
TEXT_SPLASH,Text,,Splash,შხეფები,Éclaboussure,Spritzen,Schizzare,Início,Chapoteo,Всплеск,,Splash
TEXT_ONE_WEEK,Text,,One Week,ერთი კვირა,Une Semaine,Eine Woche,Una Settimana,Uma Semana,Una Semana,Одна Неделя,,One Week
TEXT_START_YOUR_FREE_TRIAL,Text,,Start Your Free Trial,დაიწყეთ უფასო საცდელი ვერსია,Commencer Votre Essai Gratuit,Starten Sie Ihre Kostenlose Testversion,Comincia la tua Prova Gratuita,Inicie seu Teste Gratuito,Comienza tu Prueba Gratuita,Начать Бесплатный Пробный Период,,Start Your Free Trial
TEXT_SUBSCRIBE_NOW,Text,,Subscribe Now,გამოიწერეთ ახლავე,Abonnez-vous Maintenant,Jetzt Abonnieren,Iscriviti Ora,Inscreva-se Agora,Suscríbase Ahora,Подпишитесь Сейчас,,Subscribe Now
TEXT_TRY_FREE_FOR_A_WEEK,Text,,Try Free for a Week,სცადეთ უფასოდ ერთი კვირა,Essayez Gratuitement Pendant une Semaine,Eine Woche Kostenlos Testen,Prova Gratuitamente per una Settimana,Teste Gratuito por uma Semana,Prueba Gratis por una Semana,Попробуйте Неделю Бесплатно,,Try Free for a Week
TEXT_YEAR_AFTER_TRIAL_ENDS,Text,,Year After Trial Ends,ყოველ წელს,Un an Après la fin de L'essai,Jahr Nach Ende der Testphase,"Anno Dopo il Periodo di Prova
",Ano Após o Término do Período de Teste,Al año Después de que Termine la Prueba,Год После Пробного Периода,,Year After Trial Ends
TEXT_MONTH_AFTER_TRIAL_PERIOD_ENDS,Text,,Month After the Trial Ends,ყოველ თვე,Mois Après la fin de L'essai,Monat Nach Ende der Testphase,"Mese Dopo il Periodo di Prova
",Mês Após o Término do Teste,Mes Tras Terminar la Prueba,Мес. После Пробной Подписки,,Month After the Trial Ends
TEXT_MONTHLY,Text,,Monthly,თვიურად,Mensuel,Monatlich,Mensile,Por Mês,Mensual,На Месяц,,Monthly
TEXT_ANNUAL,Text,,Annual,წლიურად,Annuel,Jährlich,Annuale,Anual,Anual,На Год,,Annual
TEXT_START_TRIAL,Text,,Start Trial,დაიწყე,Commencer L’essaie,Testversion Starten,Prova Gratuitamente,Inicie a Versão Teste,Iniciar Prueba,Начать Пробный Период,,Start Trial
TEXT_SAVE_MONEY,Text,,Save,დაზოგე,Enregistrer ,Speichern,Risparmia ,Salve,Ahorra,Сэкономить,,Save
TEXT_SIGNATURE,Text,,Signature,ხელმოწერა,Firma,Unterschrift,Firma,Assinatura,Firma,Подпись,,Signature
TEXT_SHARE_PAINTING,Text,,Share Painting,ნახატის გაზიარება,Partager la Peinture,Zeichnung Teilen,Condividi il Dipinto,Compartilhar Pintura,Compartir Pintura, Поделиться Рисунком,,Share Painting
TEXT_SAVE,Text,,Save,დამახსოვრება,Ahorrar,Speichern,Salva,Salve,Ahorrar,Сохранить,,Save
TEXT_SELECT_AND_REMOVE,Text,,Select & Remove,მონიშვნა და წაშლა,Sélectionner et Supprimer,Auswählen und Entfernen,Seleziona e Rimuovi,Selecione e Remova,Selecciona y Elimina,Выбрать и Удалить,,Select & Remove
TEXT_SELECT_PICTURE_TO_DELETE,Text,,Select Picture to Delete,მონიშნეთ წასაშლელი სურათი,Sélectionner L'image à Supprimer,Bild zum Löschen Auswählen,Seleziona L'immagine da Eliminare,Selecione a Imagem Para Excluir,Selecciona la Imagen a Eliminar,Выберите Рисунок Для Удаления,,Select Picture to Delete
TEXT_YOUR_NAME,Text,,Your Name,თქვენი სახელი,Votre Nom,Dein Name,Il tuo Nome,Seu Nome,Tu Nombre,Ваше Имя,,Your Name
TEXT_ANIMALS,Text,,Animals,ცხოველები,Animaux,Tiere,Animali,Animais,Animales,Животные,,Animals
TEXT_VEHICLES,Text,,Vehicles,ტრანსპორტი,Véhicules,Fahrzeuge,Veicoli,Veículos,Vehículos,Машины,,Vehicles
TEXT_KITCHEN,Text,,Kitchen,სამზარეულო,Cuisine,Küche,Cucina,Cozinha,Cocina,Кухня,,Kitchen
TEXT_BUGS,Text,,Insects,მწერები,Insectes,Insekten,Insetti,Insetos,Insectos,Насекомые,,Insects
TEXT_DINOS,Text,,Dinos,დინოზავრები,Dinosaures,Dinos,Dinosauri,Dinossauros,Dinosaurios,Динозавры,,Dinos
TEXT_TOYSORTING,Text,,Toys,სათამაშოების დალაგება,Jouets,Spielzeuge,Giocattoli,Brinquedos,Juguetes,Игрушки,,Toys
TEXT_SEA,Text,,Sea,ოკეანე,Mar,Meer,Mare,Mar,Mar,Море,,Sea
TEXT_FARM,Text,,Farm,ფერმა,Ferme,Bauernhof,Fattoria,Fazenda,Granja,Ферма,,Farm
TEXT_FLOWERS,Text,,Flowers,ყვავილები,Fleurs,Blumen,Fiori,Flores,Flores,Цветы,,Flowers
TEXT_AGE,Text,,Age,ასაკი,Âge,Alter,Età,Era,Edad,Возраст,,Age
TEXT_TERMS_OF_USE,Text,,Terms of Use,გამოყენების პირობები,Conditions D'utilisation,Nutzungsbedingungen,Condizioni per L'utilizzo,Termos de uso,Términos de uso,Условия Эксплуатации,,Terms of Use
TEXT_TRANSLATION,Text,,Translation,ითარგმნება,Traduction,Übersetzung,Traduzione,Tradução,Traducción,Перевод,,Translation
TEXT_COMING_SOON,Text,,Coming Soon,მალე,Prochainement,Kommt Bald,Prossimamente,Em Breve,Próximamente,Скоро Будет,,Coming Soon
TEXT_CANCEL,Text,,Cancel,გაუქმება,Annuler,Abberchen,Annulla,Cancelar,Cancelar,Отмена,,Cancel
TEXT_DELETE,Text,,Delete,წაშლა,Effacer,Löschen,Elimina,Excluir,Borrar,Удалить,,Delete
"TEXT_COLOR_THE_PICTURES,_THEY_WILL_APPEAR_HERE",Text,,"Color the Pictures, They Will Appear Here",ჯერ სურათები უნდა გააფერადო,"Colorez les Images, Elles Apparaîtront ici","Male die Bilder Aus, Diese Werden Hier Erscheinen","Colora le Immagini, Appariranno qui","Pinte as Imagens, Elas Aparecerão Aqui","Colorea las Imágenes, Aparecerán Aquí","Раскрась Картинки, Они Появятся Здесь",,"Color the Pictures, They Will Appear Here"
TEXT_COME_BACK_LETS_PLAY,Text,,Come Back! Let's Play,მოდი ვითამაშოთ,Revenez! Jouons,Komm Zurück! Lass uns Spielen,Torna a Trovarci! Giochiamo Insieme,Volte! Vamos Jogar,¡vuelve! Juguemos,Вернись! Поиграем,,Come Back! Let's Play
TEXT_PURCHASING_PROCESS,Text,,Processing,მუშავდება,Processus D'achat,Kaufprozess,Processo di Acquisto,Processo de Compra,Proceso de Compra,Процесс Покупки,,Purchasing Process
TEXT_PURCHASING_PROCESS_SUCCEEDED,Text,,Purchasing Process Successed,შესყიდვის პროცესი დასრულდა წარმატებით,Processus D'achat Réussi,Kaufprozess Erfolgreich,Processo di Acquisto Riuscito,Processo de Compra Bem-sucedido,Proceso de Compra Exitoso,Процесс Покупки Завершен,,Purchasing Process Successed
TEXT_PURCHASING_PROCESS_FAILED,Text,,Purchasing Process Failed,შესყიდვის პროცესი ჩაიშალა,Échec du Processus D'achat,Kaufprozess Fehlgeschlagen,Processo di Acquisto non Riuscito,Falha no Processo de Compra,Error en el Proceso de Compra,Процесс Покупки Завершился Неудачно,,Purchasing Process Failed
TEXT_PLAY_AND_LEARN_WITH_US,Text,,Play and Learn With us,ვითამაშოთ და ვისწავლოთ,Jouez et Apprenez Avec Nous,Spiele und Lerne mit uns,Gioca e Impara con Noi,Jogue e Aprenda Conosco,Juega y Aprende con Nosotros,Играй и Учись с Нами,,Play and Learn With us
TEXT_MILLION_KIDS,Text,,30+ Million Kids,30+ მილიონ ბავშვთან ერთად,30+ Millions D'enfants,30+ Millionen Kinder,30+ Milioni di Bambini,30+ Jogue e Aprenda Conosco,30+ Millones de Niños,30+ Миллион Детей,,30+ Million Kids
TEXT_TIME_LEFT,Text,,Time Left - ,დარჩენილი დრო - ,Temps Restant - ,Übrige Zeit - ,Tempo Rimasto - ,Tempo Restante - ,Tiempo Restante - ,Осталось Времени  - ,,Time Left - 
TEXT_FREE_UNLOCK,Text,,Free Unlock,Free Unlock,Déblocage Gratuit,Kostenloses Freischalten,Sblocca ,Desbloqueio Gratuito,Desbloquear Gratis,Откроется Бесплатно,,Free Unlock
TEXT_HOURS,Text,,Hours,საათი,Heures,Stunden,Ore,Horas,Horas,Часов,,Hours
TEXT_NO_ADS_TO_SHOW,Text,,No ad to Show,No ad to Show,Aucune Annonce,Keine Verfügbare Werbung,Nessuna Pubblicità da Mostrare,Nenhum Anúncio Para Mostrar,No Hay Anuncio,Нет Рекламы Для Просмотра,,No ad to Show
TEXT_500_PUZZLES_GAMES_FOR_TODDLERS,,,500+ PUZZLES & GAMES FOR TODDLERS,500+ თავსატეხი და თამაში პატარებისთვის,500+ PUZZLES ET JEUX POUR VOS ENFANTS,500+ PUZZLES UND SPIELE FÜR KLEINKINDER,500+ PUZZLE E GIOCHI PER BAMBINI,MAIS DE 500 QUEBRA-CABEÇAS E JOGOS PARA CRIANÇAS,500+ PUZZLES Y JUEGOS PARA NIÑOS,500+ ПАЗЛОВ И ИГР ДЛЯ МАЛЫШЕЙ,,500+ PUZZLES & GAMES FOR TODDLERS
TEXT_NUMBERS_POP_UP,,,Numbers,ციფრები,Nombres,Zahlen,Numeri,Números,Números,Числа,,Numbers
TEXT_ALPHABET_POP_UP,,,Alphabet,ანბანი,Alphabet,Alphabet,Alfabeto,Alfabeto,Alfabeto,Алфавит,,Alphabet
TEXT_TRACING_POP_UP,,,Tracing,კალეგრაფია,Déssin,Nachmalen,Tracciare Linee,Decalque,Trazos,Прописи,,Tracing
TEXT_PUZZLES_POP_UP,,,Puzzles,თავსატეხები,Puzzles,Rätsel,Puzzle,Quebra-cabeças,Puzles,Загадки,,Puzzles
TEXT_COLORS_SHAPES_ANIMALS,,,"Colors, Shapes, Animals","ციფრები, ფიგურები, ცხოველები...","Couleurs, Formes, Animaux","Farben, Formen, Tiere","Colori, Forme, Animali","Cores, Formas, Animais","Colores, Formas, Animales","Цвета, Формы, Животные",,"Colors, Shapes, Animals"
TEXT_GENERAL_KNOWLEDGE,,,General Knowledge,ზოგადი ცოდნა,Culture Générale,Allgemeines Wissen,Conoscenza Generale,Conhecimento Geral,Conocimiento General,Общие Знания,,General Knowledge
TEXT_INTERACTIVE_GAMES,,,Interactive Games,ინტერაქტიული თამაშები,Jeux Interactifs,Interaktive Spiele,Giochi Interattivi,Jogos Interativos,Juegos Interactivos,Интерактивные Игры,,Interactive Games
